lat1,long1,lat2,long2
30.71022,76.78758,30.77022,76.83758
30.71022,76.78758,30.78022,76.71758
30.71022,76.78758,30.78022,76.78758
30.71022,76.78758,30.78022,76.81758
30.71022,76.78758,30.78022,76.82758
30.71022,76.78758,30.78022,76.83758
30.71022,76.78758,30.79022,76.69758
30.71022,76.78758,30.79022,76.78758
30.71022,76.78758,30.79022,76.82758
30.71022,76.79758,30.68022,76.73758
30.71022,76.79758,30.70022,76.72758
30.71022,76.79758,30.70022,76.78758
30.71022,76.79758,30.72022,76.75758
30.71022,76.79758,30.73022,76.69758
30.71022,76.79758,30.73022,76.73758
30.71022,76.79758,30.73022,76.75758
30.71022,76.79758,30.74022,76.69758
30.71022,76.79758,30.74022,76.77758
30.71022,76.79758,30.74022,76.78758
30.71022,76.79758,30.74022,76.81758
30.71022,76.79758,30.74022,76.82758
30.71022,76.79758,30.75022,76.75758
30.71022,76.79758,30.75022,76.76758
30.71022,76.79758,30.75022,76.78758
30.71022,76.79758,30.75022,76.80758
30.71022,76.79758,30.76022,76.68758
30.71022,76.79758,30.76022,76.73758
30.71022,76.79758,30.76022,76.79758
30.71022,76.79758,30.76022,76.82758
30.71022,76.79758,30.76022,76.83758
30.71022,76.79758,30.77022,76.68758
30.71022,76.79758,30.77022,76.69758
30.71022,76.79758,30.77022,76.74758
30.71022,76.79758,30.77022,76.81758
30.71022,76.79758,30.79022,76.75758
30.71022,76.79758,30.79022,76.76758
30.71022,76.79758,30.79022,76.77758
30.71022,76.79758,30.79022,76.83758
30.72022,76.70758,30.68022,76.73758
30.72022,76.70758,30.70022,76.71758
30.72022,76.70758,30.71022,76.70758
30.72022,76.70758,30.71022,76.74758
30.72022,76.70758,30.72022,76.72758
30.72022,76.70758,30.73022,76.75758
30.72022,76.70758,30.73022,76.77758
30.72022,76.70758,30.74022,76.68758
30.72022,76.70758,30.74022,76.75758
30.72022,76.70758,30.75022,76.78758
30.72022,76.70758,30.75022,76.79758
30.72022,76.70758,30.75022,76.82758
30.72022,76.70758,30.76022,76.70758
30.72022,76.70758,30.76022,76.78758
30.72022,76.70758,30.77022,76.70758
30.72022,76.70758,30.77022,76.75758
30.72022,76.70758,30.77022,76.78758
30.72022,76.70758,30.77022,76.79758
30.72022,76.70758,30.77022,76.82758
30.72022,76.70758,30.78022,76.69758
30.72022,76.70758,30.78022,76.71758
30.72022,76.70758,30.78022,76.73758
30.72022,76.70758,30.78022,76.76758
30.72022,76.70758,30.78022,76.77758
30.72022,76.70758,30.78022,76.83758
30.72022,76.71758,30.69022,76.74758
30.72022,76.71758,30.71022,76.72758
30.72022,76.71758,30.72022,76.72758
30.72022,76.71758,30.72022,76.78758
30.72022,76.71758,30.72022,76.79758
30.72022,76.71758,30.72022,76.80758
30.72022,76.71758,30.73022,76.79758
30.72022,76.71758,30.73022,76.82758
30.72022,76.71758,30.74022,76.71758
30.72022,76.71758,30.74022,76.72758
30.72022,76.71758,30.74022,76.73758
30.72022,76.71758,30.74022,76.79758
30.72022,76.71758,30.75022,76.69758
30.72022,76.71758,30.75022,76.74758
30.72022,76.71758,30.75022,76.75758
30.72022,76.71758,30.75022,76.83758
30.72022,76.71758,30.76022,76.69758
30.72022,76.71758,30.76022,76.83758
30.72022,76.71758,30.77022,76.72758
30.72022,76.71758,30.77022,76.73758
30.72022,76.71758,30.78022,76.72758
30.72022,76.71758,30.78022,76.74758
30.72022,76.71758,30.78022,76.79758
30.72022,76.71758,30.78022,76.81758
30.72022,76.71758,30.79022,76.69758
30.72022,76.71758,30.79022,76.72758
30.72022,76.71758,30.79022,76.75758
30.72022,76.71758,30.79022,76.76758
30.72022,76.72758,30.68022,76.74758
30.72022,76.72758,30.69022,76.74758
30.72022,76.72758,30.71022,76.73758
30.72022,76.72758,30.72022,76.70758
30.72022,76.72758,30.72022,76.75758
30.72022,76.72758,30.73022,76.73758
30.72022,76.72758,30.73022,76.75758
30.72022,76.72758,30.73022,76.77758
30.72022,76.72758,30.73022,76.78758
30.72022,76.72758,30.74022,76.79758
30.72022,76.72758,30.74022,76.82758
30.72022,76.72758,30.74022,76.83758
30.72022,76.72758,30.75022,76.69758
30.72022,76.72758,30.76022,76.73758
30.72022,76.72758,30.76022,76.81758
30.72022,76.72758,30.76022,76.82758
30.72022,76.72758,30.77022,76.69758
30.72022,76.72758,30.77022,76.72758
30.72022,76.72758,30.77022,76.75758
30.72022,76.72758,30.77022,76.77758
30.72022,76.72758,30.77022,76.82758
30.72022,76.72758,30.78022,76.74758
30.72022,76.72758,30.78022,76.82758
30.72022,76.72758,30.78022,76.83758
30.72022,76.72758,30.79022,76.72758
30.72022,76.72758,30.79022,76.73758
30.72022,76.72758,30.79022,76.77758
30.72022,76.72758,30.79022,76.81758
30.72022,76.73758,30.68022,76.73758
30.72022,76.73758,30.68022,76.75758
30.72022,76.73758,30.69022,76.76758
30.72022,76.73758,30.71022,76.73758
30.72022,76.73758,30.72022,76.70758
30.72022,76.73758,30.72022,76.78758
30.72022,76.73758,30.73022,76.73758
30.72022,76.73758,30.73022,76.74758
30.72022,76.73758,30.74022,76.68758
30.72022,76.73758,30.74022,76.69758
30.72022,76.73758,30.74022,76.73758
30.72022,76.73758,30.74022,76.74758
30.72022,76.73758,30.76022,76.79758
30.72022,76.73758,30.76022,76.81758
30.72022,76.73758,30.76022,76.82758
30.72022,76.73758,30.77022,76.76758
30.72022,76.73758,30.77022,76.82758
30.72022,76.73758,30.77022,76.83758
30.72022,76.73758,30.79022,76.72758
30.72022,76.73758,30.79022,76.73758
30.72022,76.73758,30.79022,76.80758
30.72022,76.73758,30.79022,76.81758
30.72022,76.74758,30.69022,76.74758
30.72022,76.74758,30.71022,76.74758
30.72022,76.74758,30.73022,76.69758
30.72022,76.74758,30.73022,76.72758
30.72022,76.74758,30.73022,76.75758
30.72022,76.74758,30.73022,76.79758
30.72022,76.74758,30.74022,76.71758
30.72022,76.74758,30.74022,76.79758
30.72022,76.74758,30.75022,76.69758
30.72022,76.74758,30.75022,76.71758
30.72022,76.74758,30.75022,76.72758
30.72022,76.74758,30.75022,76.76758
30.72022,76.74758,30.76022,76.68758
30.72022,76.74758,30.76022,76.77758
30.72022,76.74758,30.76022,76.82758
30.72022,76.74758,30.76022,76.83758
30.72022,76.74758,30.77022,76.73758
30.72022,76.74758,30.77022,76.75758
30.72022,76.74758,30.78022,76.79758
30.72022,76.74758,30.79022,76.77758
30.72022,76.75758,30.69022,76.73758
30.72022,76.75758,30.69022,76.75758
30.72022,76.75758,30.70022,76.75758
30.72022,76.75758,30.70022,76.77758
30.72022,76.75758,30.72022,76.70758
30.72022,76.75758,30.72022,76.80758
30.72022,76.75758,30.73022,76.69758
30.72022,76.75758,30.73022,76.71758
30.72022,76.75758,30.73022,76.77758
30.72022,76.75758,30.73022,76.78758
30.72022,76.75758,30.73022,76.80758
30.72022,76.75758,30.73022,76.81758
30.72022,76.75758,30.73022,76.83758
30.72022,76.75758,30.74022,76.79758
30.72022,76.75758,30.76022,76.70758
30.72022,76.75758,30.76022,76.74758
30.72022,76.75758,30.76022,76.77758
30.72022,76.75758,30.76022,76.79758
30.72022,76.75758,30.77022,76.74758
30.72022,76.75758,30.77022,76.76758
30.72022,76.75758,30.77022,76.78758
30.72022,76.75758,30.77022,76.79758
30.72022,76.75758,30.77022,76.80758
30.72022,76.75758,30.77022,76.83758
30.72022,76.75758,30.78022,76.75758
30.72022,76.75758,30.79022,76.74758
30.72022,76.75758,30.79022,76.81758
30.72022,76.76758,30.69022,76.73758
30.72022,76.76758,30.70022,76.72758
30.72022,76.76758,30.71022,76.75758
30.72022,76.76758,30.71022,76.77758
30.72022,76.76758,30.73022,76.71758
30.72022,76.76758,30.73022,76.81758
30.72022,76.76758,30.74022,76.81758
30.72022,76.76758,30.75022,76.70758
30.72022,76.76758,30.75022,76.72758
30.72022,76.76758,30.75022,76.74758
30.72022,76.76758,30.75022,76.80758
30.72022,76.76758,30.75022,76.83758
30.72022,76.76758,30.76022,76.73758
30.72022,76.76758,30.76022,76.74758
30.72022,76.76758,30.76022,76.75758
30.72022,76.76758,30.76022,76.80758
30.72022,76.76758,30.77022,76.68758
30.72022,76.76758,30.77022,76.81758
30.72022,76.76758,30.78022,76.75758
30.72022,76.76758,30.79022,76.78758
30.72022,76.76758,30.79022,76.82758
30.72022,76.77758,30.68022,76.75758
30.72022,76.77758,30.70022,76.71758
30.72022,76.77758,30.70022,76.75758
30.72022,76.77758,30.71022,76.76758
30.72022,76.77758,30.71022,76.77758
30.72022,76.77758,30.72022,76.71758
30.72022,76.77758,30.72022,76.76758
30.72022,76.77758,30.73022,76.71758
30.72022,76.77758,30.73022,76.78758
30.72022,76.77758,30.74022,76.77758
30.72022,76.77758,30.74022,76.80758
30.72022,76.77758,30.75022,76.69758
30.72022,76.77758,30.75022,76.76758
30.72022,76.77758,30.76022,76.70758
30.72022,76.77758,30.76022,76.71758
30.72022,76.77758,30.76022,76.74758
30.72022,76.77758,30.76022,76.80758
30.72022,76.77758,30.76022,76.81758
30.72022,76.77758,30.77022,76.76758
30.72022,76.77758,30.78022,76.76758
30.72022,76.77758,30.79022,76.75758
30.72022,76.77758,30.79022,76.77758
30.72022,76.78758,30.68022,76.73758
30.72022,76.78758,30.68022,76.74758
30.72022,76.78758,30.69022,76.72758
30.72022,76.78758,30.69022,76.73758
30.72022,76.78758,30.69022,76.75758
30.72022,76.78758,30.71022,76.73758
30.72022,76.78758,30.73022,76.71758
30.72022,76.78758,30.73022,76.77758
30.72022,76.78758,30.73022,76.78758
30.72022,76.78758,30.73022,76.81758
30.72022,76.78758,30.73022,76.83758
30.72022,76.78758,30.74022,76.72758
30.72022,76.78758,30.74022,76.73758
30.72022,76.78758,30.74022,76.81758
30.72022,76.78758,30.75022,76.69758
30.72022,76.78758,30.75022,76.72758
30.72022,76.78758,30.75022,76.80758
30.72022,76.78758,30.76022,76.69758
30.72022,76.78758,30.76022,76.72758
30.72022,76.78758,30.76022,76.76758
30.72022,76.78758,30.76022,76.80758
30.72022,76.78758,30.77022,76.72758
30.72022,76.78758,30.78022,76.68758
30.72022,76.78758,30.78022,76.70758
30.72022,76.78758,30.79022,76.70758
30.72022,76.78758,30.79022,76.72758
30.72022,76.78758,30.79022,76.73758
30.72022,76.78758,30.79022,76.74758
30.72022,76.78758,30.79022,76.79758
30.72022,76.79758,30.69022,76.72758
30.72022,76.79758,30.69022,76.73758
30.72022,76.79758,30.70022,76.76758
30.72022,76.79758,30.71022,76.70758
30.72022,76.79758,30.71022,76.71758
30.72022,76.79758,30.71022,76.72758
30.72022,76.79758,30.71022,76.73758
30.72022,76.79758,30.71022,76.75758
30.72022,76.79758,30.72022,76.71758
30.72022,76.79758,30.73022,76.71758
30.72022,76.79758,30.73022,76.75758
30.72022,76.79758,30.73022,76.79758
30.72022,76.79758,30.73022,76.81758
30.72022,76.79758,30.73022,76.82758
30.72022,76.79758,30.74022,76.74758
30.72022,76.79758,30.74022,76.76758
30.72022,76.79758,30.74022,76.77758
30.72022,76.79758,30.74022,76.78758
30.72022,76.79758,30.74022,76.81758
30.72022,76.79758,30.75022,76.82758
30.72022,76.79758,30.76022,76.70758
30.72022,76.79758,30.76022,76.73758
30.72022,76.79758,30.76022,76.77758
30.72022,76.79758,30.77022,76.80758
30.72022,76.79758,30.78022,76.72758
30.72022,76.79758,30.79022,76.82758
30.72022,76.80758,30.69022,76.76758
30.72022,76.80758,30.70022,76.72758
30.72022,76.80758,30.71022,76.75758
30.72022,76.80758,30.72022,76.72758
30.72022,76.80758,30.72022,76.75758
30.72022,76.80758,30.72022,76.78758
30.72022,76.80758,30.72022,76.79758
30.72022,76.80758,30.73022,76.71758
30.72022,76.80758,30.73022,76.74758
30.72022,76.80758,30.73022,76.75758
30.72022,76.80758,30.74022,76.74758
30.72022,76.80758,30.74022,76.78758
30.72022,76.80758,30.74022,76.80758
30.72022,76.80758,30.74022,76.83758
30.72022,76.80758,30.75022,76.69758
30.72022,76.80758,30.75022,76.70758
30.72022,76.80758,30.76022,76.74758
30.72022,76.80758,30.76022,76.77758
30.72022,76.80758,30.76022,76.79758
30.72022,76.80758,30.77022,76.68758
30.72022,76.80758,30.77022,76.69758
30.72022,76.80758,30.77022,76.72758
30.72022,76.80758,30.77022,76.80758
30.72022,76.80758,30.78022,76.70758
30.72022,76.80758,30.78022,76.77758
30.72022,76.80758,30.79022,76.68758
30.72022,76.80758,30.79022,76.71758
30.72022,76.80758,30.79022,76.72758
30.72022,76.80758,30.79022,76.77758
30.72022,76.80758,30.79022,76.83758
30.72022,76.81758,30.69022,76.73758
30.72022,76.81758,30.69022,76.76758
30.72022,76.81758,30.70022,76.71758
30.72022,76.81758,30.72022,76.74758
30.72022,76.81758,30.72022,76.75758
30.72022,76.81758,30.73022,76.81758
30.72022,76.81758,30.74022,76.70758
30.72022,76.81758,30.74022,76.76758
30.72022,76.81758,30.74022,76.77758
30.72022,76.81758,30.74022,76.83758
30.72022,76.81758,30.75022,76.73758
30.72022,76.81758,30.75022,76.74758
30.72022,76.81758,30.75022,76.79758
30.72022,76.81758,30.75022,76.83758
30.72022,76.81758,30.76022,76.68758
30.72022,76.81758,30.76022,76.73758
30.72022,76.81758,30.77022,76.69758
30.72022,76.81758,30.77022,76.70758
30.72022,76.81758,30.77022,76.71758
30.72022,76.81758,30.77022,76.78758
30.72022,76.81758,30.78022,76.68758
30.72022,76.81758,30.78022,76.81758
30.72022,76.81758,30.79022,76.75758
30.72022,76.81758,30.79022,76.77758
30.72022,76.81758,30.79022,76.82758
30.73022,76.69758,30.69022,76.74758
30.73022,76.69758,30.69022,76.76758
30.73022,76.69758,30.70022,76.75758
30.73022,76.69758,30.70022,76.76758
30.73022,76.69758,30.71022,76.72758
30.73022,76.69758,30.71022,76.74758
30.73022,76.69758,30.72022,76.79758
30.73022,76.69758,30.73022,76.71758
30.73022,76.69758,30.73022,76.77758
30.73022,76.69758,30.73022,76.79758
30.73022,76.69758,30.74022,76.69758
30.73022,76.69758,30.75022,76.70758
30.73022,76.69758,30.75022,76.72758
30.73022,76.69758,30.75022,76.81758
30.73022,76.69758,30.76022,76.68758
30.73022,76.69758,30.76022,76.81758
30.73022,76.69758,30.77022,76.70758
30.73022,76.69758,30.77022,76.72758
30.73022,76.69758,30.77022,76.77758
30.73022,76.69758,30.78022,76.75758
30.73022,76.69758,30.78022,76.79758
30.73022,76.69758,30.79022,76.83758
30.73022,76.70758,30.69022,76.74758
30.73022,76.70758,30.69022,76.75758
30.73022,76.70758,30.70022,76.76758
30.73022,76.70758,30.71022,76.70758
30.73022,76.70758,30.71022,76.71758
30.73022,76.70758,30.71022,76.78758
30.73022,76.70758,30.72022,76.70758
30.73022,76.70758,30.72022,76.77758
30.73022,76.70758,30.72022,76.80758
30.73022,76.70758,30.73022,76.74758
30.73022,76.70758,30.73022,76.76758
30.73022,76.70758,30.73022,76.82758
30.73022,76.70758,30.74022,76.79758
30.73022,76.70758,30.74022,76.81758
30.73022,76.70758,30.75022,76.69758
30.73022,76.70758,30.75022,76.76758
30.73022,76.70758,30.75022,76.79758
30.73022,76.70758,30.75022,76.80758
30.73022,76.70758,30.75022,76.82758
30.73022,76.70758,30.75022,76.83758
30.73022,76.70758,30.76022,76.68758
30.73022,76.70758,30.76022,76.82758
30.73022,76.70758,30.77022,76.75758
30.73022,76.70758,30.77022,76.82758
30.73022,76.70758,30.78022,76.68758
30.73022,76.70758,30.78022,76.83758
30.73022,76.70758,30.79022,76.73758
30.73022,76.70758,30.79022,76.81758
30.73022,76.71758,30.68022,76.74758
30.73022,76.71758,30.68022,76.75758
30.73022,76.71758,30.70022,76.71758
30.73022,76.71758,30.70022,76.72758
30.73022,76.71758,30.70022,76.76758
30.73022,76.71758,30.71022,76.72758
30.73022,76.71758,30.71022,76.75758
30.73022,76.71758,30.72022,76.70758
30.73022,76.71758,30.72022,76.72758
30.73022,76.71758,30.72022,76.75758
30.73022,76.71758,30.72022,76.80758
30.73022,76.71758,30.73022,76.74758
30.73022,76.71758,30.73022,76.78758
30.73022,76.71758,30.73022,76.81758
30.73022,76.71758,30.74022,76.70758
30.73022,76.71758,30.74022,76.74758
30.73022,76.71758,30.74022,76.76758
30.73022,76.71758,30.74022,76.82758
30.73022,76.71758,30.75022,76.69758
30.73022,76.71758,30.75022,76.83758
30.73022,76.71758,30.76022,76.75758
30.73022,76.71758,30.76022,76.82758
30.73022,76.71758,30.77022,76.71758
30.73022,76.71758,30.77022,76.77758
30.73022,76.71758,30.77022,76.78758
30.73022,76.71758,30.77022,76.79758
30.73022,76.71758,30.77022,76.81758
30.73022,76.71758,30.78022,76.68758
30.73022,76.71758,30.78022,76.69758
30.73022,76.71758,30.78022,76.83758
30.73022,76.71758,30.79022,76.79758
30.73022,76.71758,30.79022,76.83758
30.73022,76.72758,30.68022,76.75758
30.73022,76.72758,30.69022,76.73758
30.73022,76.72758,30.69022,76.75758
30.73022,76.72758,30.70022,76.78758
30.73022,76.72758,30.71022,76.77758
30.73022,76.72758,30.71022,76.78758
30.73022,76.72758,30.72022,76.70758
30.73022,76.72758,30.73022,76.70758
30.73022,76.72758,30.73022,76.73758
30.73022,76.72758,30.73022,76.79758
30.73022,76.72758,30.73022,76.81758
30.73022,76.72758,30.74022,76.74758
30.73022,76.72758,30.74022,76.82758
30.73022,76.72758,30.75022,76.71758
30.73022,76.72758,30.75022,76.72758
30.73022,76.72758,30.75022,76.73758
30.73022,76.72758,30.75022,76.75758
30.73022,76.72758,30.75022,76.82758
30.73022,76.72758,30.76022,76.71758
30.73022,76.72758,30.76022,76.72758
30.73022,76.72758,30.76022,76.73758
30.73022,76.72758,30.76022,76.75758
30.73022,76.72758,30.76022,76.76758
30.73022,76.72758,30.76022,76.77758
30.73022,76.72758,30.76022,76.78758
30.73022,76.72758,30.76022,76.80758
30.73022,76.72758,30.77022,76.80758
30.73022,76.72758,30.78022,76.70758
30.73022,76.72758,30.78022,76.72758
30.73022,76.72758,30.78022,76.73758
30.73022,76.72758,30.78022,76.75758
30.73022,76.72758,30.79022,76.73758
30.73022,76.72758,30.79022,76.75758
30.73022,76.72758,30.79022,76.78758
30.73022,76.72758,30.79022,76.79758
30.73022,76.72758,30.79022,76.80758
30.73022,76.73758,30.69022,76.73758
30.73022,76.73758,30.69022,76.76758
30.73022,76.73758,30.71022,76.76758
30.73022,76.73758,30.71022,76.77758
30.73022,76.73758,30.72022,76.81758
30.73022,76.73758,30.73022,76.74758
30.73022,76.73758,30.73022,76.76758
30.73022,76.73758,30.73022,76.82758
30.73022,76.73758,30.74022,76.75758
30.73022,76.73758,30.74022,76.78758
30.73022,76.73758,30.75022,76.72758
30.73022,76.73758,30.75022,76.80758
30.73022,76.73758,30.75022,76.81758
30.73022,76.73758,30.76022,76.68758
30.73022,76.73758,30.76022,76.69758
30.73022,76.73758,30.77022,76.69758
30.73022,76.73758,30.77022,76.74758
30.73022,76.73758,30.77022,76.77758
30.73022,76.73758,30.77022,76.78758
30.73022,76.73758,30.78022,76.69758
30.73022,76.73758,30.78022,76.73758
30.73022,76.73758,30.78022,76.74758
30.73022,76.73758,30.78022,76.80758
30.73022,76.73758,30.78022,76.83758
30.73022,76.73758,30.79022,76.68758
30.73022,76.73758,30.79022,76.69758
30.73022,76.73758,30.79022,76.73758
30.73022,76.73758,30.79022,76.74758
30.73022,76.73758,30.79022,76.79758
30.73022,76.73758,30.79022,76.82758
30.73022,76.74758,30.68022,76.73758
30.73022,76.74758,30.68022,76.74758
30.73022,76.74758,30.69022,76.74758
30.73022,76.74758,30.70022,76.71758
30.73022,76.74758,30.70022,76.73758
30.73022,76.74758,30.72022,76.72758
30.73022,76.74758,30.72022,76.73758
30.73022,76.74758,30.72022,76.76758
30.73022,76.74758,30.73022,76.81758
30.73022,76.74758,30.74022,76.79758
30.73022,76.74758,30.75022,76.73758
30.73022,76.74758,30.75022,76.81758
30.73022,76.74758,30.75022,76.83758
30.73022,76.74758,30.76022,76.81758
30.73022,76.74758,30.77022,76.73758
30.73022,76.74758,30.77022,76.75758
30.73022,76.74758,30.78022,76.76758
30.73022,76.74758,30.78022,76.82758
30.73022,76.74758,30.79022,76.69758
30.73022,76.74758,30.79022,76.80758
30.73022,76.74758,30.79022,76.82758
30.73022,76.75758,30.70022,76.72758
30.73022,76.75758,30.70022,76.75758
30.73022,76.75758,30.71022,76.76758
30.73022,76.75758,30.71022,76.77758
30.73022,76.75758,30.71022,76.79758
30.73022,76.75758,30.72022,76.76758
30.73022,76.75758,30.72022,76.77758
30.73022,76.75758,30.73022,76.71758
30.73022,76.75758,30.73022,76.76758
30.73022,76.75758,30.73022,76.77758
30.73022,76.75758,30.73022,76.82758
30.73022,76.75758,30.74022,76.73758
30.73022,76.75758,30.74022,76.76758
30.73022,76.75758,30.75022,76.69758
30.73022,76.75758,30.75022,76.70758
30.73022,76.75758,30.75022,76.76758
30.73022,76.75758,30.76022,76.78758
30.73022,76.75758,30.76022,76.82758
30.73022,76.75758,30.77022,76.83758
30.73022,76.75758,30.78022,76.68758
30.73022,76.75758,30.78022,76.71758
30.73022,76.75758,30.78022,76.74758
30.73022,76.75758,30.78022,76.78758
30.73022,76.75758,30.79022,76.69758
30.73022,76.76758,30.68022,76.73758
30.73022,76.76758,30.68022,76.75758
30.73022,76.76758,30.69022,76.73758
30.73022,76.76758,30.69022,76.74758
30.73022,76.76758,30.70022,76.76758
30.73022,76.76758,30.70022,76.78758
30.73022,76.76758,30.71022,76.75758
30.73022,76.76758,30.72022,76.72758
30.73022,76.76758,30.72022,76.75758
30.73022,76.76758,30.73022,76.71758
30.73022,76.76758,30.73022,76.78758
30.73022,76.76758,30.74022,76.76758
30.73022,76.76758,30.74022,76.79758
30.73022,76.76758,30.75022,76.71758
30.73022,76.76758,30.75022,76.74758
30.73022,76.76758,30.75022,76.75758
30.73022,76.76758,30.75022,76.77758
30.73022,76.76758,30.76022,76.81758
30.73022,76.76758,30.77022,76.68758
30.73022,76.76758,30.77022,76.72758
30.73022,76.76758,30.77022,76.78758
30.73022,76.76758,30.77022,76.80758
30.73022,76.76758,30.77022,76.82758
30.73022,76.76758,30.79022,76.69758
30.73022,76.76758,30.79022,76.82758
30.73022,76.77758,30.68022,76.74758
30.73022,76.77758,30.70022,76.73758
30.73022,76.77758,30.70022,76.76758
30.73022,76.77758,30.70022,76.77758
30.73022,76.77758,30.71022,76.77758
30.73022,76.77758,30.72022,76.76758
30.73022,76.77758,30.72022,76.81758
30.73022,76.77758,30.73022,76.70758
30.73022,76.77758,30.73022,76.71758
30.73022,76.77758,30.73022,76.73758
30.73022,76.77758,30.73022,76.75758
30.73022,76.77758,30.74022,76.75758
30.73022,76.77758,30.74022,76.78758
30.73022,76.77758,30.74022,76.81758
30.73022,76.77758,30.74022,76.83758
30.73022,76.77758,30.75022,76.72758
30.73022,76.77758,30.75022,76.73758
30.73022,76.77758,30.75022,76.79758
30.73022,76.77758,30.76022,76.70758
30.73022,76.77758,30.76022,76.75758
30.73022,76.77758,30.76022,76.81758
30.73022,76.77758,30.77022,76.69758
30.73022,76.77758,30.77022,76.74758
30.73022,76.77758,30.78022,76.69758
30.73022,76.77758,30.78022,76.81758
30.73022,76.77758,30.79022,76.79758
30.73022,76.78758,30.69022,76.73758
30.73022,76.78758,30.70022,76.71758
30.73022,76.78758,30.70022,76.73758
30.73022,76.78758,30.70022,76.75758
30.73022,76.78758,30.71022,76.74758
30.73022,76.78758,30.71022,76.77758
30.73022,76.78758,30.73022,76.74758
30.73022,76.78758,30.73022,76.75758
30.73022,76.78758,30.73022,76.80758
30.73022,76.78758,30.74022,76.72758
30.73022,76.78758,30.74022,76.77758
30.73022,76.78758,30.75022,76.70758
30.73022,76.78758,30.75022,76.71758
30.73022,76.78758,30.75022,76.78758
30.73022,76.78758,30.76022,76.82758
30.73022,76.78758,30.76022,76.83758
30.73022,76.78758,30.77022,76.70758
30.73022,76.78758,30.77022,76.73758
30.73022,76.78758,30.77022,76.81758
30.73022,76.78758,30.77022,76.83758
30.73022,76.78758,30.78022,76.73758
30.73022,76.78758,30.78022,76.77758
30.73022,76.78758,30.78022,76.79758
30.73022,76.78758,30.79022,76.71758
30.73022,76.79758,30.69022,76.74758
30.73022,76.79758,30.69022,76.76758
30.73022,76.79758,30.70022,76.71758
30.73022,76.79758,30.70022,76.72758
30.73022,76.79758,30.70022,76.74758
30.73022,76.79758,30.70022,76.77758
30.73022,76.79758,30.71022,76.76758
30.73022,76.79758,30.72022,76.70758
30.73022,76.79758,30.72022,76.73758
30.73022,76.79758,30.72022,76.78758
30.73022,76.79758,30.73022,76.80758
30.73022,76.79758,30.73022,76.81758
30.73022,76.79758,30.73022,76.83758
30.73022,76.79758,30.74022,76.78758
30.73022,76.79758,30.75022,76.71758
30.73022,76.79758,30.76022,76.74758
30.73022,76.79758,30.76022,76.78758
30.73022,76.79758,30.77022,76.78758
30.73022,76.79758,30.78022,76.71758
30.73022,76.79758,30.78022,76.75758
30.73022,76.79758,30.78022,76.76758
30.73022,76.79758,30.78022,76.78758
30.73022,76.79758,30.78022,76.80758
30.73022,76.79758,30.78022,76.81758
30.73022,76.79758,30.78022,76.82758
30.73022,76.79758,30.79022,76.72758
30.73022,76.79758,30.79022,76.73758
30.73022,76.79758,30.79022,76.78758
30.73022,76.79758,30.79022,76.80758
30.73022,76.79758,30.79022,76.81758
30.73022,76.80758,30.68022,76.73758
30.73022,76.80758,30.68022,76.75758
30.73022,76.80758,30.69022,76.75758
30.73022,76.80758,30.70022,76.76758
30.73022,76.80758,30.70022,76.78758
30.73022,76.80758,30.71022,76.76758
30.73022,76.80758,30.72022,76.74758
30.73022,76.80758,30.72022,76.78758
30.73022,76.80758,30.72022,76.81758
30.73022,76.80758,30.74022,76.71758
30.73022,76.80758,30.74022,76.79758
30.73022,76.80758,30.74022,76.80758
30.73022,76.80758,30.75022,76.73758
30.73022,76.80758,30.75022,76.83758
30.73022,76.80758,30.76022,76.71758
30.73022,76.80758,30.76022,76.83758
30.73022,76.80758,30.78022,76.69758
30.73022,76.80758,30.78022,76.81758
30.73022,76.80758,30.79022,76.71758
30.73022,76.80758,30.79022,76.75758
30.73022,76.80758,30.79022,76.77758
30.73022,76.80758,30.79022,76.78758
30.73022,76.81758,30.68022,76.73758
30.73022,76.81758,30.69022,76.76758
30.73022,76.81758,30.70022,76.75758
30.73022,76.81758,30.71022,76.71758
30.73022,76.81758,30.71022,76.78758
30.73022,76.81758,30.72022,76.72758
30.73022,76.81758,30.72022,76.78758
30.73022,76.81758,30.72022,76.79758
30.73022,76.81758,30.73022,76.76758
30.73022,76.81758,30.73022,76.79758
30.73022,76.81758,30.74022,76.69758
30.73022,76.81758,30.74022,76.71758
30.73022,76.81758,30.74022,76.72758
30.73022,76.81758,30.74022,76.79758
30.73022,76.81758,30.77022,76.70758
30.73022,76.81758,30.78022,76.73758
30.73022,76.81758,30.78022,76.76758
30.73022,76.81758,30.78022,76.77758
30.73022,76.81758,30.79022,76.69758
30.73022,76.81758,30.79022,76.79758
30.73022,76.81758,30.79022,76.83758
30.73022,76.82758,30.68022,76.73758
30.73022,76.82758,30.70022,76.76758
30.73022,76.82758,30.72022,76.74758
30.73022,76.82758,30.72022,76.75758
30.73022,76.82758,30.72022,76.77758
30.73022,76.82758,30.72022,76.79758
30.73022,76.82758,30.72022,76.80758
30.73022,76.82758,30.72022,76.81758
30.73022,76.82758,30.73022,76.70758
30.73022,76.82758,30.73022,76.74758
30.73022,76.82758,30.73022,76.83758
30.73022,76.82758,30.74022,76.71758
30.73022,76.82758,30.74022,76.76758
30.73022,76.82758,30.75022,76.72758
30.73022,76.82758,30.76022,76.74758
30.73022,76.82758,30.76022,76.79758
30.73022,76.82758,30.77022,76.69758
